revision,effective_date,change,ch99_code,authority,rate_pct,description
rev_27,2025-10-15,added,9903.91.16,section_301,NA,"Notwithstanding heading 9903.91.14, effective with respect to entries, on or after November 9, 2025, of ship-to-shore gantry cranes, configured as a high- or low-profile steel superstructure and designed to unload intermodal containers from vessels with coupling devices for containers, including spreaders or twist-locks (provided for in subheading 8426.19.00), that: (1) are products of China; (2) that are manufactured, assembled or made using components, assemblies or subassemblies that are products of China; or (3) that are manufactured by a company or other entity that is owned or controlled by a Chinese person or legal entity, as specified by subdivision (l) of U.S. note 31 to this subchapter, that are attested by the importer as fulfilling in whole or in part an executed contract for sale dated prior to April 17, 2025 for goods that are entered for consumption, or withdrawn from warehouse for consumption, in the United States prior to April 18, 2027."
rev_27,2025-10-15,rate_change,9903.01.24,other,10,20% -> 10%
rev_29,2025-10-31,added,9903.02.78,other,NA,"Articles the product of any country, as provided for in subdivision (v)(iii)(b) of U.S. note 2 to this subchapter"
rev_30,2025-11-05,added,9903.01.90,other,NA,"Articles the product of Brazil, as provided for in subdivision (x)(iii)(b) of U.S. note 2 to this subchapter"
rev_32,2025-11-15,added,9903.02.79,other,NA,"Except for products described in headings 9903.01.30–9903.01.33, 9903.02.78, and 9903.02.81, and except as provided for in headings 9903.01.34, 9903.02.01, articles the product of South Korea, with an ad valorem (or ad valorem equivalent) rate of duty under column 1-General or column 1-Special equal to or greater than 15 percent, as provided for in subdivision (v)(xxiii)(a) of U.S. note 2 to this subchapter."
rev_32,2025-11-15,added,9903.02.80,other,15,"Except for products described in headings 9903.01.30–9903.01.33, 9903.02.78, and 9903.02.81, and except as provided for in headings 9903.01.34, 9903.02.01, articles the product of South Korea, with an ad valorem (or ad valorem equivalent) rate of duty under column 1-General or column 1-Special less than 15 percent, as provided for in subdivision (v)(xxiii)(a) of U.S. note 2 to this subchapter."
rev_32,2025-11-15,added,9903.02.81,other,NA,"Articles of civil aircraft (all aircraft other than military aircraft); their engines, parts, and components; their other parts, components, and subassemblies; and ground flight simulators and their parts and components of South Korea, excluding unmanned aircraft, provided for in subdivision (v)(xxiii)(b) of U.S. note 2 to this subchapter"
rev_32,2025-11-15,added,9903.76.23,other,15,Wood products of South Korea as provided for in subdivisions (d) and (f) of U.S. note 37 of this subchapter
rev_32,2025-11-15,added,9903.94.60,section_232,NA,"Passenger vehicles and light trucks that are products of South Korea as specified in subdivision (s) of U.S. note 33 to this subchapter, with an ad valorem (or ad valorem equivalent as provided for in subdivision (m) of U.S. note 33 to this subchapter) rate of duty under column 1-General or column 1-Special equal to or greater than 15 percent"
rev_32,2025-11-15,added,9903.94.61,section_232,15,"Passenger vehicles and light trucks that are products of South Korea as specified in subdivision (s) of U.S. note 33 to this subchapter, with an ad valorem (or ad valorem equivalent as provided for in subdivision (m) of U.S. note 33 to this subchapter) rate of duty under column 1-General or column 1-Special less than 15 percent"
rev_32,2025-11-15,added,9903.94.62,section_232,NA,"Parts of passenger vehicles and light trucks that are products of South Korea as specified in subdivisions (g) and (t) of U.S. note 33 to this subchapter, with an ad valorem (or ad valorem equivalent as provided for in subdivision (m) of U.S. note 33 to this subchapter) rate of duty under column 1-General or column 1-Special equal to or greater than 15 percent"
rev_32,2025-11-15,added,9903.94.63,section_232,15,"Parts of passenger vehicles and light trucks that are products of South Korea as specified in subdivisions (g) and (t) of U.S. note 33 to this subchapter, with an ad valorem (or ad valorem equivalent as provided for in subdivision (m) of U.S. note 33 to this subchapter) rate of duty under column 1-General or column 1-Special less than 15 percent"
rev_32,2025-11-15,added,9903.94.64,section_232,NA,"Parts of passenger vehicles and light trucks that are products of South Korea as specified in subdivisions (r) and (t) of U.S. note 33 to this subchapter, with an ad valorem (or ad valorem equivalent as provided for in subdivision (m) of U.S. note 33 to this subchapter) rate of duty under column 1-General or column 1-Special equal to or greater than 15 percent"
rev_32,2025-11-15,added,9903.94.65,section_232,15,"Parts of passenger vehicles and light trucks that are products of South Korea as specified in subdivisions (r) and (t) of U.S. note 33 to this subchapter, with an ad valorem (or ad valorem equivalent as provided for in subdivision (m) of U.S. note 33 to this subchapter) rate of duty under column 1-General or column 1-Special less than 15 percent"
2026_basic,2026-01-01,added,9903.02.82,other,NA,"Except for products described in headings 9903.01.30–9903.01.33, 9903.02.78, and 9903.02.84–9903.02.86, and except as provided for in headings 9903.01.34 and 9903.02.01, articles the product of Switzerland, with an ad valorem (or ad valorem equivalent) rate of duty under column 1-General equal to or greater than 15 percent, as provided for in subdivision (v) of U.S. note 2 to this subchapter"
2026_basic,2026-01-01,added,9903.02.83,other,15,"Except for products described in headings 9903.01.30–9903.01.33, 9903.02.78, and9903.02.84–9903.02.86, and except as provided for inheadings 9903.01.34 and 9903.02.01, articles the product of Switzerland, with an ad valorem (or ad valorem equivalent) rate of duty under column 1-General less than 15 percent, as provided for in subdivision (v) of U.S. note 2 to this subchapter"
2026_basic,2026-01-01,added,9903.02.84,other,NA,"Articles the product of Switzerland, as provided for in subdivision (v)(xxiv)(b) of U.S. note 2 to this subchapter"
2026_basic,2026-01-01,added,9903.02.85,other,NA,"Articles of civil aircraft (all aircraft other than military aircraft); their engines, parts, and components; their other parts, components, and subassemblies; and ground flight simulators and their parts and components of Switzerland, excluding unmanned aircraft, provided for in subdivision (v)(xxiv)(c) of U.S. note 2 to this subchapter"
2026_basic,2026-01-01,added,9903.02.86,other,NA,"Articles the product of Switzerland that are non-patented articles for use in pharmaceutical applications, provided for in subdivision (v)(xxiv)(d) of U.S. note 2 to this subchapter"
2026_basic,2026-01-01,added,9903.02.87,other,NA,"Except for products described in headings 9903.01.30–9903.01.33, 9903.02.78, and 9903.02.89–9903.02.91, and except as provided for in headings 9903.01.34 and 9903.02.01, articles the product of Liechtenstein, with an ad valorem (or ad valorem equivalent) rate of duty under column 1-General equal to or greater than 15 percent, as provided for in subdivision (v) of U.S. note 2 to this subchapter"
2026_basic,2026-01-01,added,9903.02.88,other,15,"Except for products described in headings 9903.01.30–9903.01.33, 9903.02.78, and 9903.02.89–9903.02.91, and except as provided for in headings 9903.01.34 and 9903.02.01, articles the product of Liechtenstein, with an ad valorem (or ad valorem equivalent) rate of duty under column 1-General less than 15 percent, as provided for in subdivision (v) of U.S. note 2 to this subchapter"
2026_basic,2026-01-01,added,9903.02.89,other,NA,"Articles the product of Liechtenstein, as provided for in subdivision (v)(xxiv)(b) of U.S. note 2 to this subchapter"
2026_basic,2026-01-01,added,9903.02.90,other,NA,"Articles of civil aircraft (all aircraft other than military aircraft); their engines, parts, and components; their other parts, components, and subassemblies; and ground flight simulators and their parts and components of Liechtenstein, excluding unmanned aircraft, provided for in subdivision (v)(xxiv)(c) of U.S. note 2 to this subchapter"
2026_basic,2026-01-01,added,9903.02.91,other,NA,"Articles the product of Liechtenstein that are non-patented articles for use in pharmaceutical applications, provided for in subdivision (v)(xxiv)(d) of U.S. note 2 to this subchapter"
2026_basic,2026-01-01,added,9903.89.01,section_301,0,"Articles the product of Nicaragua, as provided for in U.S. note 29 to this subchapter"
2026_basic,2026-01-01,suspended,9903.01.63,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 10, 2025, except for products described in hea"
